Time,PosX,PosY,PosZ,VelX,VelY,VelZ,ForceX,ForceY,ForceZ,Reward
0.0,0.6501018960984394,-0.00022598136450181983,0.45746347800624154,-0.0018468090263274856,-0.0033394157012316106,0.00010118120655587656,0.02204928868769798,0.0,0.0006297948027697792,-4.434097909905097
0.4232974052429199,0.6500950383147368,-0.00023945232650329152,0.457462513324039,-0.0010778923472443366,-0.0022787219207785437,-0.00038901487187549636,0.010179063724972931,0.0,0.001615648926614114,-3.3676765987928476
0.43934106826782227,0.6500916551342537,-0.00024800431810832,0.4574590976614443,-0.000422220858126211,-0.0013498037334950482,-0.0008792109503068687,0.005412099576131702,0.0,0.0019929669237309365,-2.4183423308552268
0.4503664970397949,0.6500913719388521,-0.00025229753753674235,0.4574532310184575,0.00018173177788521964,-0.0005477803973301982,-0.0013694070287382412,0.003487730319970989,0.0,0.002126994598155351,-1.5939004726689507
0.4661684036254883,0.6500940349412937,-0.0002529229780706582,0.4574449133950785,0.0007642827851504708,0.00014217223904278883,-0.0018596031071696137,0.002701041769283208,0.0,0.0021638828500707137,-1.1651591664274914
0.4814131259918213,0.6500995792896098,-0.0002503967282813574,0.45743414479130745,0.0013376145785068253,0.0007346992009831012,-0.002349799185600987,0.0023698074327219154,0.0,0.0021621114791063314,-1.7343595498848234
0.4962894916534424,0.6501079757687741,-0.0002451655571082042,0.4574209252071441,0.0019066026144491013,0.0012430505504693549,-0.0028399952640323603,0.00222103077682162,0.0,0.002145078604194078,-2.219399449650119
0.5113065242767334,0.6501192093986828,-0.00023761475865076423,0.45740525464258863,0.00247319192080759,0.0016788725623547503,-0.003330191342463734,0.0021454692463165064,0.0,0.0021221443936859925,-2.632007039055665
0.5269448757171631,0.6501332708655574,-0.00022807603856935655,0.45738713309764106,0.003038155359115962,0.0020522782693422545,-0.003820387420895107,0.0020994067041597846,0.0,0.002097051743225386,-2.982326114838605
0.5424034595489502,0.6501501530991923,-0.0002168347387415329,0.4573665605723013,0.00360179795693598,0.00237200214854902,-0.00431058349932648,0.0020653475344143417,0.0,0.002071295821460733,-3.279101333057506
