Time(s),ModelPosX,ModelPosY,ModelPosZ,ModelVelX,ModelVelY,ModelVelZ,MeasForceX,MeasForceY,MeasForceZ
5.875,-0.166,-0.170,-0.182,-0.032,0.023,-0.010,0.038,0.063,-0.203
5.891,-0.166,-0.170,-0.182,-0.031,0.022,-0.010,0.004,0.025,-0.271
5.906,-0.167,-0.170,-0.182,-0.031,0.022,-0.010,-0.036,0.038,-0.253
5.922,-0.167,-0.170,-0.182,-0.030,0.022,-0.010,0.016,0.003,-0.328
5.922,-0.167,-0.169,-0.182,-0.030,0.021,-0.010,0.010,0.038,-0.256
5.937,-0.168,-0.169,-0.182,-0.029,0.021,-0.010,0.033,0.053,-0.194
5.953,-0.168,-0.169,-0.182,-0.028,0.021,-0.010,0.031,0.020,-0.271
5.953,-0.168,-0.169,-0.182,-0.028,0.020,-0.010,0.052,0.032,-0.265
5.969,-0.169,-0.169,-0.182,-0.027,0.020,-0.010,0.013,0.060,-0.229
5.984,-0.169,-0.168,-0.183,-0.026,0.020,-0.010,-0.009,0.016,-0.286
5.984,-0.169,-0.168,-0.183,-0.026,0.019,-0.010,-0.013,-0.032,-0.224
6.000,-0.169,-0.168,-0.183,-0.025,0.019,-0.009,0.001,-0.032,-0.179
6.016,-0.170,-0.168,-0.183,-0.025,0.019,-0.009,0.046,0.055,-0.253
6.031,-0.170,-0.167,-0.183,-0.024,0.018,-0.009,0.039,0.066,-0.206
6.031,-0.170,-0.167,-0.183,-0.023,0.018,-0.009,0.005,0.044,-0.259
6.047,-0.171,-0.167,-0.183,-0.023,0.018,-0.009,0.049,0.034,-0.229
6.062,-0.171,-0.167,-0.183,-0.022,0.017,-0.009,0.028,0.033,-0.218
6.062,-0.171,-0.167,-0.183,-0.021,0.017,-0.009,0.016,0.064,-0.206
6.078,-0.171,-0.167,-0.184,-0.021,0.017,-0.009,-0.020,-0.033,-0.250
6.094,-0.171,-0.166,-0.184,-0.020,0.016,-0.009,0.010,0.054,-0.265
6.109,-0.172,-0.166,-0.184,-0.020,0.016,-0.009,0.035,0.017,-0.250
6.109,-0.172,-0.166,-0.184,-0.019,0.016,-0.009,0.028,0.072,-0.250
6.125,-0.172,-0.166,-0.184,-0.019,0.015,-0.008,0.047,0.058,-0.286
6.141,-0.172,-0.166,-0.184,-0.018,0.015,-0.008,0.011,0.033,-0.259
6.141,-0.173,-0.165,-0.184,-0.017,0.015,-0.008,0.004,0.025,-0.298
6.156,-0.173,-0.165,-0.184,-0.017,0.014,-0.008,0.008,0.016,-0.241
6.172,-0.173,-0.165,-0.184,-0.016,0.014,-0.008,0.002,0.026,-0.283
6.172,-0.173,-0.165,-0.184,-0.016,0.014,-0.008,0.023,0.028,-0.238
6.187,-0.173,-0.165,-0.184,-0.015,0.013,-0.008,0.007,0.040,-0.262
6.203,-0.173,-0.165,-0.185,-0.015,0.013,-0.008,-0.009,0.040,-0.218
6.219,-0.174,-0.165,-0.185,-0.014,0.013,-0.008,0.047,0.058,-0.238
6.219,-0.174,-0.164,-0.185,-0.013,0.012,-0.007,0.020,0.033,-0.229
6.234,-0.174,-0.164,-0.185,-0.013,0.012,-0.007,-0.002,0.020,-0.259
6.250,-0.174,-0.164,-0.185,-0.012,0.011,-0.007,-0.010,0.021,-0.241
6.250,-0.174,-0.164,-0.185,-0.012,0.011,-0.007,0.004,0.014,-0.250
6.266,-0.174,-0.164,-0.185,-0.011,0.011,-0.007,0.000,0.035,-0.226
6.281,-0.174,-0.164,-0.185,-0.011,0.010,-0.007,0.036,0.025,-0.277
6.281,-0.174,-0.164,-0.185,-0.010,0.010,-0.007,0.025,0.038,-0.215
6.297,-0.175,-0.164,-0.185,-0.010,0.010,-0.006,0.025,0.026,-0.232
6.312,-0.175,-0.164,-0.185,-0.009,0.009,-0.006,-0.011,0.048,-0.229
6.312,-0.175,-0.163,-0.185,-0.009,0.009,-0.006,0.022,0.055,-0.262
6.328,-0.175,-0.163,-0.185,-0.008,0.008,-0.006,0.020,0.021,-0.253
6.344,-0.175,-0.163,-0.185,-0.008,0.008,-0.006,0.025,0.050,-0.277
6.359,-0.175,-0.163,-0.186,-0.007,0.008,-0.005,0.022,0.032,-0.280
6.359,-0.175,-0.163,-0.186,-0.007,0.007,-0.005,0.013,0.044,-0.244
6.375,-0.175,-0.163,-0.186,-0.006,0.007,-0.005,0.016,0.038,-0.247
6.391,-0.175,-0.163,-0.186,-0.006,0.007,-0.005,0.005,0.033,-0.232
6.391,-0.175,-0.163,-0.186,-0.005,0.006,-0.005,0.019,0.014,-0.253
6.406,-0.175,-0.163,-0.186,-0.005,0.006,-0.004,0.007,0.032,-0.221
6.422,-0.175,-0.163,-0.186,-0.004,0.005,-0.004,0.012,0.017,-0.253
6.422,-0.175,-0.163,-0.186,-0.004,0.005,-0.004,-0.009,0.024,-0.226
6.437,-0.175,-0.163,-0.186,-0.003,0.005,-0.004,0.032,0.035,-0.265
6.453,-0.176,-0.163,-0.186,-0.003,0.004,-0.003,0.015,0.047,-0.235
6.469,-0.176,-0.163,-0.186,-0.003,0.004,-0.003,0.012,0.025,-0.238
6.469,-0.176,-0.162,-0.186,-0.002,0.003,-0.003,-0.009,0.047,-0.238
6.484,-0.176,-0.162,-0.186,-0.002,0.003,-0.003,-0.004,0.001,-0.235
6.500,-0.176,-0.162,-0.186,-0.001,0.003,-0.002,0.023,0.039,-0.232
6.500,-0.176,-0.162,-0.186,-0.001,0.002,-0.002,0.009,0.011,-0.247
6.516,-0.176,-0.162,-0.186,-0.001,0.002,-0.002,0.001,0.019,-0.238
6.531,-0.176,-0.162,-0.186,-0.001,0.001,-0.001,0.010,0.049,-0.215
6.531,-0.176,-0.162,-0.186,-0.000,0.001,-0.001,0.018,0.042,-0.241
6.547,-0.176,-0.162,-0.186,-0.000,0.001,-0.001,0.010,0.038,-0.247
6.562,-0.176,-0.162,-0.186,-0.000,0.000,-0.000,0.014,0.013,-0.277
6.578,-0.176,-0.162,-0.186,0.000,0.000,-0.000,0.004,0.014,-0.247
6.578,-0.176,-0.162,-0.186,0.000,0.000,-0.000,0.008,0.027,-0.253
6.594,-0.176,-0.162,-0.186,0.000,0.000,-0.000,0.006,0.012,-0.232
6.609,-0.176,-0.162,-0.186,0.000,0.000,-0.000,0.003,0.030,-0.247
6.609,-0.176,-0.162,-0.186,0.000,0.000,-0.000,0.015,0.035,-0.256
6.625,-0.176,-0.162,-0.186,0.000,0.000,-0.000,0.031,0.016,-0.226
6.641,-0.176,-0.162,-0.186,0.000,0.000,-0.000,0.012,0.029,-0.215
6.641,-0.176,-0.162,-0.186,0.000,0.000,-0.000,0.018,0.042,-0.221
6.656,-0.176,-0.162,-0.186,0.000,0.000,-0.000,0.005,-0.007,-0.250
6.672,-0.176,-0.162,-0.186,0.000,0.000,-0.000,0.009,0.023,-0.259
6.687,-0.176,-0.162,-0.186,0.000,0.000,-0.000,0.017,0.034,-0.232
6.687,-0.176,-0.162,-0.186,0.000,0.000,-0.000,0.013,0.044,-0.224
6.703,-0.176,-0.162,-0.186,0.000,0.000,-0.000,0.008,0.051,-0.226
6.719,-0.176,-0.162,-0.186,0.000,0.000,-0.000,0.019,0.021,-0.268
6.719,-0.176,-0.162,-0.186,0.000,0.000,-0.000,0.006,0.012,-0.250
6.734,-0.176,-0.162,-0.186,0.000,0.000,-0.000,-0.004,0.033,-0.238
6.750,-0.176,-0.162,-0.186,0.000,0.000,-0.000,0.013,0.021,-0.238
6.750,-0.176,-0.162,-0.186,0.000,0.000,-0.000,0.002,0.034,-0.226
6.766,-0.176,-0.162,-0.186,0.000,0.000,-0.000,0.004,0.014,-0.238
6.781,-0.176,-0.162,-0.186,0.000,0.000,-0.000,0.030,0.036,-0.224
6.781,-0.176,-0.162,-0.186,0.000,0.000,-0.000,0.014,0.040,-0.238
6.797,-0.176,-0.162,-0.186,0.000,0.000,-0.000,0.015,0.012,-0.265
6.812,-0.176,-0.162,-0.186,0.000,0.000,-0.000,-0.001,0.051,-0.247
6.828,-0.176,-0.162,-0.186,0.000,0.000,-0.000,0.022,0.032,-0.224
6.828,-0.176,-0.162,-0.186,0.000,0.000,-0.000,0.010,0.014,-0.268
6.844,-0.176,-0.162,-0.186,0.000,0.000,-0.000,-0.005,0.007,-0.256
6.859,-0.176,-0.162,-0.186,0.000,0.000,-0.000,0.008,0.027,-0.259
6.859,-0.176,-0.162,-0.186,0.000,0.000,-0.000,0.028,0.033,-0.253
6.875,-0.176,-0.162,-0.186,0.000,0.000,-0.000,0.004,0.037,-0.232
6.891,-0.176,-0.162,-0.186,0.000,0.000,-0.000,0.013,0.021,-0.241
6.891,-0.176,-0.162,-0.186,0.000,0.000,-0.000,0.020,0.040,-0.253
6.906,-0.176,-0.162,-0.186,0.000,0.000,-0.000,0.016,0.031,-0.244
6.922,-0.176,-0.162,-0.186,0.000,0.000,-0.000,0.012,0.025,-0.241
6.937,-0.176,-0.162,-0.186,0.000,0.000,-0.000,0.030,0.031,-0.226
6.937,-0.176,-0.162,-0.186,0.000,0.000,-0.000,0.009,0.035,-0.241
6.953,-0.176,-0.162,-0.186,0.000,0.000,-0.000,0.020,0.029,-0.235
6.969,-0.176,-0.162,-0.186,0.000,0.000,-0.000,-0.002,0.036,-0.215
6.969,-0.176,-0.162,-0.186,0.000,0.000,-0.000,0.011,0.033,-0.250
6.984,-0.176,-0.162,-0.186,0.000,0.000,-0.000,-0.000,0.023,-0.235
7.000,-0.176,-0.162,-0.186,0.000,0.000,-0.000,0.005,0.005,-0.256
7.000,-0.176,-0.162,-0.186,0.000,0.000,-0.000,0.012,0.018,-0.247
7.016,-0.176,-0.162,-0.186,0.000,0.000,-0.000,0.019,0.026,-0.253
7.031,-0.176,-0.162,-0.186,0.000,0.000,-0.000,0.026,0.022,-0.241
7.031,-0.176,-0.162,-0.186,0.000,0.000,-0.000,0.030,0.012,-0.232
7.047,-0.176,-0.162,-0.186,0.000,0.000,-0.000,0.007,0.032,-0.226
7.062,-0.176,-0.162,-0.186,0.000,0.000,-0.000,0.009,0.030,-0.215
7.078,-0.176,-0.162,-0.186,0.000,0.000,-0.000,0.006,0.024,-0.226
7.078,-0.176,-0.162,-0.186,0.000,0.000,-0.000,-0.002,0.001,-0.244
7.094,-0.176,-0.162,-0.186,0.000,0.000,-0.000,0.030,0.008,-0.265
7.109,-0.176,-0.162,-0.186,0.000,0.000,-0.000,0.024,0.042,-0.235
7.109,-0.176,-0.162,-0.186,0.000,0.000,-0.000,0.010,0.026,-0.253
7.125,-0.176,-0.162,-0.186,0.000,0.000,-0.000,0.012,0.025,-0.247
7.141,-0.176,-0.162,-0.186,0.000,0.000,-0.000,0.029,0.017,-0.235
7.141,-0.176,-0.162,-0.186,0.000,0.000,-0.000,0.012,0.029,-0.238
7.156,-0.176,-0.162,-0.186,0.000,0.000,-0.000,0.002,0.022,-0.253
7.172,-0.176,-0.162,-0.186,0.000,0.000,-0.000,0.018,0.018,-0.259
7.187,-0.176,-0.162,-0.186,0.000,0.000,-0.000,0.018,0.018,-0.238
7.187,-0.176,-0.162,-0.186,0.000,0.000,-0.000,0.033,0.042,-0.241
7.203,-0.176,-0.162,-0.186,0.000,0.000,-0.000,0.018,0.030,-0.262
7.219,-0.176,-0.162,-0.186,0.000,0.000,-0.000,0.021,0.024,-0.253
7.219,-0.176,-0.162,-0.186,0.000,0.000,-0.000,0.018,0.018,-0.238
7.234,-0.176,-0.162,-0.186,0.000,0.000,-0.000,0.010,0.014,-0.247
7.250,-0.176,-0.162,-0.186,0.000,0.000,-0.000,0.030,0.036,-0.241
7.250,-0.176,-0.162,-0.186,0.000,0.000,-0.000,0.037,0.040,-0.253
7.266,-0.176,-0.162,-0.186,0.000,0.000,-0.000,0.015,0.024,-0.229
7.281,-0.176,-0.162,-0.186,0.000,0.000,-0.000,0.019,0.006,-0.244
7.297,-0.176,-0.162,-0.186,0.000,0.000,-0.000,0.027,0.006,-0.224
7.297,-0.176,-0.162,-0.186,0.000,0.000,-0.000,0.021,0.024,-0.229
7.312,-0.176,-0.162,-0.186,0.000,0.000,-0.000,0.012,0.018,-0.241
7.328,-0.176,-0.162,-0.186,0.000,0.000,-0.000,0.029,0.040,-0.215
7.328,-0.176,-0.162,-0.186,0.000,0.000,-0.000,0.008,0.054,-0.238
7.344,-0.176,-0.162,-0.186,0.000,0.000,-0.000,0.003,0.030,-0.259
7.359,-0.176,-0.162,-0.186,0.000,0.000,-0.000,0.030,0.008,-0.232
7.359,-0.176,-0.162,-0.186,0.000,0.000,-0.000,0.022,0.044,-0.250
7.375,-0.176,-0.162,-0.186,0.000,0.000,-0.000,0.017,0.023,-0.250
7.391,-0.176,-0.162,-0.186,0.000,0.000,-0.000,0.026,0.022,-0.238
7.391,-0.176,-0.162,-0.186,0.000,0.000,-0.000,0.022,0.044,-0.262
7.406,-0.176,-0.162,-0.186,0.000,0.000,-0.000,0.012,0.041,-0.253
7.422,-0.176,-0.162,-0.186,0.000,0.000,-0.000,0.029,0.028,-0.265
7.422,-0.176,-0.162,-0.186,0.000,0.000,-0.000,0.016,0.027,-0.238
7.437,-0.176,-0.162,-0.186,0.000,0.000,-0.000,0.008,0.027,-0.238
7.453,-0.176,-0.162,-0.186,0.000,0.000,-0.000,0.022,0.032,-0.241
7.469,-0.176,-0.162,-0.186,0.000,0.000,-0.000,-0.002,0.025,-0.250
7.469,-0.176,-0.162,-0.186,0.000,0.000,-0.000,0.010,0.026,-0.253
7.484,-0.176,-0.162,-0.186,0.000,0.000,-0.000,0.009,0.023,-0.253
7.500,-0.176,-0.162,-0.186,0.000,0.000,-0.000,0.014,0.016,-0.253
7.500,-0.176,-0.162,-0.186,0.000,0.000,-0.000,0.030,0.024,-0.238
7.516,-0.176,-0.162,-0.186,0.000,0.000,-0.000,0.019,0.014,-0.241
7.531,-0.176,-0.162,-0.186,0.000,0.000,-0.000,0.010,0.003,-0.244
7.531,-0.176,-0.162,-0.186,0.000,0.000,-0.000,0.007,0.020,-0.238
7.547,-0.176,-0.162,-0.186,0.000,0.000,-0.000,0.002,0.022,-0.241
7.562,-0.176,-0.162,-0.186,0.000,0.000,-0.000,0.022,0.020,-0.232
7.578,-0.176,-0.162,-0.186,0.000,0.000,-0.000,0.031,0.027,-0.250
7.578,-0.176,-0.162,-0.186,0.000,0.000,-0.000,0.016,0.062,-0.238
7.594,-0.176,-0.162,-0.186,0.000,0.000,-0.000,0.040,0.038,-0.224
7.609,-0.176,-0.162,-0.186,0.000,0.000,-0.000,0.031,0.027,-0.247
7.609,-0.176,-0.162,-0.186,0.000,0.000,-0.000,0.023,0.016,-0.238
7.625,-0.176,-0.162,-0.186,0.000,0.000,-0.000,0.012,0.041,-0.250
7.641,-0.176,-0.162,-0.186,0.000,0.000,-0.000,0.006,0.024,-0.256
7.641,-0.176,-0.162,-0.186,0.000,0.000,-0.000,-0.010,0.021,-0.238
7.656,-0.176,-0.162,-0.186,0.000,0.000,-0.000,0.011,0.022,-0.247
7.672,-0.176,-0.162,-0.186,0.000,0.000,-0.000,0.016,0.019,-0.241
